timestamp,device_id,seq_num,msg_type,temperature,humidity,duplicate_flag,gap_flag,packet_bytes
2025-12-09 23:25:50,1001,1,DATA,20.79,47.16,0,0,51
2025-12-09 23:25:51,1001,2,DATA,21.49,48.85,0,0,51
2025-12-09 23:25:52,1001,3,DATA,21.32,61.5,0,0,50
2025-12-09 23:25:53,1001,4,DATA,19.36,58.69,0,0,51
2025-12-09 23:25:54,1001,5,DATA,19.72,63.09,0,0,51
2025-12-09 23:25:55,1001,6,DATA,24.44,57.94,0,0,51
2025-12-09 23:25:55,1001,6,DATA,24.44,57.94,1,0,51
2025-12-09 23:25:56,1001,7,DATA,23.13,63.07,0,0,51
2025-12-09 23:25:57,1001,8,DATA,23.61,50.1,0,0,50
2025-12-09 23:25:58,1001,9,DATA,24.7,59.85,0,0,50
2025-12-09 23:25:59,1001,10,DATA,23.96,61.16,0,0,51
2025-12-09 23:26:00,1001,11,DATA,24.64,58.92,0,0,51
2025-12-09 23:26:01,1001,12,DATA,21.54,48.84,0,0,51
2025-12-09 23:26:02,1001,13,DATA,22.91,56.06,0,0,51
2025-12-09 23:26:03,1001,14,DATA,19.64,63.4,0,0,50
2025-12-09 23:26:04,1001,15,DATA,23.36,53.96,0,0,51
2025-12-09 23:26:05,1001,16,DATA,21.07,50.23,0,0,51
2025-12-09 23:26:06,1001,17,DATA,21.36,53.28,0,0,51
2025-12-09 23:26:07,1001,18,DATA,21.6,59.09,0,0,50
2025-12-09 23:26:08,1001,19,DATA,23.2,49.97,0,0,50
2025-12-09 23:26:09,1001,20,DATA,19.04,46.26,0,0,51
2025-12-09 23:26:10,1001,21,DATA,24.91,56.42,0,0,51
2025-12-09 23:26:11,1001,22,DATA,23.47,59.99,0,0,51
2025-12-09 23:26:12,1001,23,DATA,23.19,59.56,0,0,51
2025-12-09 23:26:13,1001,24,DATA,20.82,51.79,0,0,51
2025-12-09 23:26:14,1001,25,DATA,20.34,46.23,0,0,51
2025-12-09 23:26:15,1001,26,DATA,20.24,58.83,0,0,51
2025-12-09 23:26:16,1001,27,DATA,19.8,59.82,0,0,50
2025-12-09 23:26:17,1001,28,DATA,23.46,60.19,0,0,51
2025-12-09 23:26:18,1001,29,DATA,23.43,56.74,0,0,51
2025-12-09 23:26:19,1001,30,DATA,21.88,58.1,0,0,50
2025-12-09 23:26:20,1001,31,DATA,23.22,59.67,0,0,51
2025-12-09 23:26:21,1001,32,DATA,22.66,63.15,0,0,51
2025-12-09 23:26:22,1001,33,DATA,24.32,51.65,0,0,51
2025-12-09 23:26:23,1001,34,DATA,22.33,64.94,0,0,51
2025-12-09 23:26:23,1001,34,DATA,22.33,64.94,1,0,51
2025-12-09 23:26:24,1001,35,DATA,24.17,51.56,0,0,51
2025-12-09 23:26:25,1001,36,DATA,19.51,63.94,0,0,51
2025-12-09 23:26:26,1001,37,DATA,20.75,57.41,0,0,51
2025-12-09 23:26:27,1001,38,DATA,23.34,61.11,0,0,51
2025-12-09 23:26:28,1001,39,DATA,22.02,54.91,0,0,51
2025-12-09 23:26:29,1001,40,DATA,19.13,49.72,0,0,51
2025-12-09 23:26:30,1001,41,DATA,20.48,59.07,0,0,51
2025-12-09 23:26:31,1001,42,DATA,23.52,51.02,0,0,51
2025-12-09 23:26:32,1001,43,DATA,21.53,57.89,0,0,51
2025-12-09 23:26:33,1001,44,DATA,24.44,51.24,0,0,51
2025-12-09 23:26:34,1001,45,DATA,22.68,53.1,0,0,50
2025-12-09 23:26:35,1001,46,DATA,24.46,47.31,0,0,51
2025-12-09 23:26:35,1001,46,DATA,24.46,47.31,1,0,51
2025-12-09 23:26:36,1001,47,DATA,24.29,47.08,0,0,51
2025-12-09 23:26:37,1001,48,DATA,23.72,61.47,0,0,51
2025-12-09 23:26:38,1001,49,DATA,20.85,45.4,0,0,50
2025-12-09 23:26:39,1001,50,DATA,20.17,46.11,0,0,51
2025-12-09 23:26:40,1001,51,DATA,22.48,61.51,0,0,51
2025-12-09 23:26:41,1001,52,DATA,20.68,49.62,0,0,51
2025-12-09 23:26:42,1001,53,DATA,24.31,46.73,0,0,51
2025-12-09 23:26:43,1001,54,DATA,21.88,59.71,0,0,51
2025-12-09 23:26:44,1001,55,DATA,22.46,46.81,0,0,51
2025-12-09 23:26:45,1001,56,DATA,23.56,56.99,0,0,51
2025-12-09 23:26:46,1001,57,DATA,19.74,56.96,0,0,51
2025-12-09 23:26:47,1001,58,DATA,20.45,46.85,0,0,51
2025-12-09 23:26:48,1001,59,DATA,22.51,56.56,0,0,51
