timestamp,device_id,seq_num,msg_type,temperature,humidity,duplicate_flag,gap_flag,packet_bytes
2025-12-09 23:18:50,1001,1,DATA,19.24,47.38,0,0,51
2025-12-09 23:18:51,1001,2,DATA,23.52,63.73,0,0,51
2025-12-09 23:18:52,1001,3,DATA,21.51,61.98,0,0,51
2025-12-09 23:18:53,1001,4,DATA,22.44,48.79,0,0,51
2025-12-09 23:18:54,1001,5,DATA,21.19,57.48,0,0,51
2025-12-09 23:18:55,1001,6,DATA,23.84,45.33,0,0,51
2025-12-09 23:18:57,1001,8,DATA,21.34,58.43,0,1,51
2025-12-09 23:18:58,1001,9,DATA,20.05,50.57,0,0,51
2025-12-09 23:18:59,1001,10,DATA,22.48,46.13,0,0,51
2025-12-09 23:19:00,1001,11,DATA,23.12,45.9,0,0,50
2025-12-09 23:19:01,1001,12,DATA,21.97,56.25,0,0,51
2025-12-09 23:19:02,1001,13,DATA,20.06,64.12,0,0,51
2025-12-09 23:19:03,1001,14,DATA,21.55,49.94,0,0,51
2025-12-09 23:19:04,1001,15,DATA,19.61,49.89,0,0,51
2025-12-09 23:19:05,1001,16,DATA,20.83,58.29,0,0,51
2025-12-09 23:19:06,1001,17,DATA,24.97,47.15,0,0,51
2025-12-09 23:19:07,1001,18,DATA,21.57,62.15,0,0,51
2025-12-09 23:19:08,1001,19,DATA,22.2,48.96,0,0,50
2025-12-09 23:19:10,1001,21,DATA,19.8,57.76,0,1,50
2025-12-09 23:19:11,1001,22,DATA,20.04,55.62,0,0,51
2025-12-09 23:19:12,1001,23,DATA,20.11,49.95,0,0,51
2025-12-09 23:19:13,1001,24,DATA,20.18,59.0,0,0,50
2025-12-09 23:19:14,1001,25,DATA,19.76,63.74,0,0,51
2025-12-09 23:19:15,1001,26,DATA,24.83,61.42,0,0,51
2025-12-09 23:19:17,1001,28,DATA,22.14,49.05,0,1,51
2025-12-09 23:19:18,1001,29,DATA,24.41,56.78,0,0,51
2025-12-09 23:19:19,1001,30,DATA,23.36,52.73,0,0,51
2025-12-09 23:19:21,1001,32,DATA,20.5,57.73,0,1,50
2025-12-09 23:19:22,1001,33,DATA,21.38,51.11,0,0,51
2025-12-09 23:19:23,1001,34,DATA,21.93,46.5,0,0,50
2025-12-09 23:19:24,1001,35,DATA,19.57,47.6,0,0,50
2025-12-09 23:19:25,1001,36,DATA,22.08,45.72,0,0,51
2025-12-09 23:19:26,1001,37,DATA,21.57,55.51,0,0,51
2025-12-09 23:19:27,1001,38,DATA,19.48,59.26,0,0,51
2025-12-09 23:19:28,1001,39,DATA,21.51,59.7,0,0,50
2025-12-09 23:19:29,1001,40,DATA,21.12,62.54,0,0,51
2025-12-09 23:19:30,1001,41,DATA,22.91,48.02,0,0,51
2025-12-09 23:19:31,1001,42,DATA,21.31,49.61,0,0,51
2025-12-09 23:19:32,1001,43,DATA,24.6,55.76,0,0,50
2025-12-09 23:19:33,1001,44,DATA,20.38,55.72,0,0,51
2025-12-09 23:19:34,1001,45,DATA,23.66,54.91,0,0,51
2025-12-09 23:19:35,1001,46,DATA,23.8,58.4,0,0,49
2025-12-09 23:19:36,1001,47,DATA,21.21,45.41,0,0,51
2025-12-09 23:19:37,1001,48,DATA,23.11,52.94,0,0,51
2025-12-09 23:19:38,1001,49,DATA,20.72,53.02,0,0,51
2025-12-09 23:19:39,1001,50,DATA,22.99,58.35,0,0,51
2025-12-09 23:19:40,1001,51,DATA,24.7,47.14,0,0,50
2025-12-09 23:19:41,1001,52,DATA,21.96,63.92,0,0,51
2025-12-09 23:19:42,1001,53,DATA,22.02,53.07,0,0,51
2025-12-09 23:19:43,1001,54,DATA,23.52,57.51,0,0,51
2025-12-09 23:19:44,1001,55,DATA,23.62,61.34,0,0,51
2025-12-09 23:19:46,1001,57,DATA,20.13,46.03,0,1,51
2025-12-09 23:19:48,1001,59,DATA,22.07,56.86,0,1,51
