timestamp,device_id,seq_num,msg_type,temperature,humidity,duplicate_flag,gap_flag,packet_bytes
2025-12-10 22:21:14,1001,1,BATCH_DATA,23.38,59.24,0,0,163
2025-12-10 22:21:14,1001,2,BATCH_DATA,24.46,47.16,0,0,163
2025-12-10 22:21:14,1001,3,BATCH_DATA,24.65,60.5,0,0,163
2025-12-10 22:21:17,1001,4,BATCH_DATA,22.98,62.17,0,0,163
2025-12-10 22:21:17,1001,5,BATCH_DATA,20.37,64.7,0,0,163
2025-12-10 22:21:17,1001,6,BATCH_DATA,23.98,50.15,0,0,163
2025-12-10 22:21:20,1001,7,BATCH_DATA,23.12,57.4,0,0,162
2025-12-10 22:21:20,1001,8,BATCH_DATA,24.5,53.11,0,0,162
2025-12-10 22:21:20,1001,9,BATCH_DATA,21.44,55.15,0,0,162
2025-12-10 22:21:23,1001,10,BATCH_DATA,19.88,48.73,0,0,166
2025-12-10 22:21:23,1001,11,BATCH_DATA,24.72,49.61,0,0,166
2025-12-10 22:21:23,1001,12,BATCH_DATA,23.5,59.56,0,0,166
2025-12-10 22:21:26,1001,13,BATCH_DATA,24.44,55.69,0,0,166
2025-12-10 22:21:26,1001,14,BATCH_DATA,24.3,46.27,0,0,166
2025-12-10 22:21:26,1001,15,BATCH_DATA,20.42,64.04,0,0,166
2025-12-10 22:21:29,1001,16,BATCH_DATA,20.67,56.01,0,0,167
2025-12-10 22:21:29,1001,17,BATCH_DATA,22.54,48.92,0,0,167
2025-12-10 22:21:29,1001,18,BATCH_DATA,22.91,48.28,0,0,167
2025-12-10 22:21:32,1001,19,BATCH_DATA,24.9,61.67,0,0,166
2025-12-10 22:21:32,1001,20,BATCH_DATA,19.19,56.21,0,0,166
2025-12-10 22:21:32,1001,21,BATCH_DATA,21.38,49.21,0,0,166
2025-12-10 22:21:35,1001,22,BATCH_DATA,20.78,64.28,0,0,167
2025-12-10 22:21:35,1001,23,BATCH_DATA,23.74,51.46,0,0,167
2025-12-10 22:21:35,1001,24,BATCH_DATA,24.42,49.85,0,0,167
2025-12-10 22:21:38,1001,25,BATCH_DATA,19.31,53.7,0,0,165
2025-12-10 22:21:38,1001,26,BATCH_DATA,23.97,47.2,0,0,165
2025-12-10 22:21:38,1001,27,BATCH_DATA,22.79,49.39,0,0,165
2025-12-10 22:21:41,1001,28,BATCH_DATA,23.71,55.0,0,0,114
2025-12-10 22:21:41,1001,29,BATCH_DATA,23.31,51.31,0,0,114
2025-12-10 22:21:50,1002,1,BATCH_DATA,23.44,55.73,0,0,164
2025-12-10 22:21:50,1002,2,BATCH_DATA,21.61,61.36,0,0,164
2025-12-10 22:21:50,1002,3,BATCH_DATA,23.93,57.43,0,0,164
2025-12-10 22:21:53,1002,4,BATCH_DATA,19.4,46.94,0,0,162
2025-12-10 22:21:53,1002,5,BATCH_DATA,20.18,49.0,0,0,162
2025-12-10 22:21:53,1002,6,BATCH_DATA,22.44,60.76,0,0,162
2025-12-10 22:21:56,1002,7,BATCH_DATA,19.69,63.55,0,0,164
2025-12-10 22:21:56,1002,8,BATCH_DATA,19.54,57.12,0,0,164
2025-12-10 22:21:56,1002,9,BATCH_DATA,19.85,63.83,0,0,164
2025-12-10 22:21:59,1002,10,BATCH_DATA,24.85,55.02,0,0,167
2025-12-10 22:21:59,1002,11,BATCH_DATA,24.05,51.36,0,0,167
2025-12-10 22:21:59,1002,12,BATCH_DATA,21.66,48.48,0,0,167
2025-12-10 22:22:02,1002,13,BATCH_DATA,21.57,48.51,0,0,167
2025-12-10 22:22:02,1002,14,BATCH_DATA,23.76,58.38,0,0,167
2025-12-10 22:22:02,1002,15,BATCH_DATA,24.66,53.95,0,0,167
2025-12-10 22:22:05,1002,16,BATCH_DATA,20.75,50.56,0,0,166
2025-12-10 22:22:05,1002,17,BATCH_DATA,24.87,51.68,0,0,166
2025-12-10 22:22:05,1002,18,BATCH_DATA,22.2,61.73,0,0,166
2025-12-10 22:22:08,1002,19,BATCH_DATA,23.55,52.41,0,0,167
2025-12-10 22:22:08,1002,20,BATCH_DATA,19.06,64.49,0,0,167
2025-12-10 22:22:08,1002,21,BATCH_DATA,20.08,56.04,0,0,167
2025-12-10 22:22:11,1002,22,BATCH_DATA,21.12,64.04,0,0,167
2025-12-10 22:22:11,1002,23,BATCH_DATA,23.06,52.24,0,0,167
2025-12-10 22:22:11,1002,24,BATCH_DATA,24.37,54.79,0,0,167
2025-12-10 22:22:14,1002,25,BATCH_DATA,19.27,62.37,0,0,167
2025-12-10 22:22:14,1002,26,BATCH_DATA,24.95,57.87,0,0,167
2025-12-10 22:22:14,1002,27,BATCH_DATA,22.51,45.58,0,0,167
2025-12-10 22:22:17,1002,28,BATCH_DATA,23.42,53.91,0,0,115
2025-12-10 22:22:17,1002,29,BATCH_DATA,22.29,55.52,0,0,115
2025-12-10 22:22:26,1003,1,BATCH_DATA,19.05,61.07,0,0,164
2025-12-10 22:22:26,1003,2,BATCH_DATA,21.01,52.38,0,0,164
2025-12-10 22:22:26,1003,3,BATCH_DATA,21.61,47.87,0,0,164
2025-12-10 22:22:29,1003,4,BATCH_DATA,24.57,50.19,0,0,164
2025-12-10 22:22:29,1003,5,BATCH_DATA,23.54,46.82,0,0,164
2025-12-10 22:22:29,1003,6,BATCH_DATA,24.76,55.24,0,0,164
2025-12-10 22:22:32,1003,7,BATCH_DATA,24.57,58.29,0,0,164
2025-12-10 22:22:32,1003,8,BATCH_DATA,23.97,52.45,0,0,164
2025-12-10 22:22:32,1003,9,BATCH_DATA,20.64,60.11,0,0,164
2025-12-10 22:22:35,1003,10,BATCH_DATA,23.23,45.04,0,0,167
2025-12-10 22:22:35,1003,11,BATCH_DATA,22.27,47.69,0,0,167
2025-12-10 22:22:35,1003,12,BATCH_DATA,24.87,58.58,0,0,167
2025-12-10 22:22:38,1003,13,BATCH_DATA,23.15,48.92,0,0,167
2025-12-10 22:22:38,1003,14,BATCH_DATA,23.38,61.02,0,0,167
2025-12-10 22:22:38,1003,15,BATCH_DATA,23.36,57.31,0,0,167
2025-12-10 22:22:41,1003,16,BATCH_DATA,20.8,49.35,0,0,165
2025-12-10 22:22:41,1003,17,BATCH_DATA,20.51,58.2,0,0,165
2025-12-10 22:22:41,1003,18,BATCH_DATA,20.94,60.58,0,0,165
2025-12-10 22:22:44,1003,19,BATCH_DATA,23.21,62.06,0,0,167
2025-12-10 22:22:44,1003,20,BATCH_DATA,23.82,52.37,0,0,167
2025-12-10 22:22:44,1003,21,BATCH_DATA,19.65,48.13,0,0,167
2025-12-10 22:22:47,1003,22,BATCH_DATA,19.79,61.79,0,0,167
2025-12-10 22:22:47,1003,23,BATCH_DATA,23.91,59.45,0,0,167
2025-12-10 22:22:47,1003,24,BATCH_DATA,19.54,55.21,0,0,167
2025-12-10 22:22:50,1003,25,BATCH_DATA,23.24,59.27,0,0,167
2025-12-10 22:22:50,1003,26,BATCH_DATA,24.16,59.31,0,0,167
2025-12-10 22:22:50,1003,27,BATCH_DATA,21.64,45.26,0,0,167
2025-12-10 22:22:53,1003,28,BATCH_DATA,20.64,57.24,0,0,115
2025-12-10 22:22:53,1003,29,BATCH_DATA,24.26,50.19,0,0,115
2025-12-10 22:23:01,1004,1,BATCH_DATA,21.63,48.04,0,0,163
2025-12-10 22:23:01,1004,2,BATCH_DATA,22.5,54.53,0,0,163
2025-12-10 22:23:01,1004,3,BATCH_DATA,21.55,47.66,0,0,163
2025-12-10 22:23:04,1004,4,BATCH_DATA,24.0,57.41,0,0,163
2025-12-10 22:23:04,1004,5,BATCH_DATA,23.51,51.88,0,0,163
2025-12-10 22:23:04,1004,6,BATCH_DATA,24.94,56.61,0,0,163
2025-12-10 22:23:07,1004,7,BATCH_DATA,19.06,52.7,0,0,162
2025-12-10 22:23:07,1004,8,BATCH_DATA,20.56,56.7,0,0,162
2025-12-10 22:23:07,1004,9,BATCH_DATA,23.86,63.81,0,0,162
