timestamp,device_id,seq_num,msg_type,temperature,humidity,duplicate_flag,gap_flag,packet_bytes
2025-12-10 22:48:48,1002,1,BATCH_DATA,23.48,49.22,0,0,164
2025-12-10 22:48:48,1002,2,BATCH_DATA,24.59,46.78,0,0,164
2025-12-10 22:48:48,1002,3,BATCH_DATA,24.43,51.12,0,0,164
2025-12-10 22:48:50,1002,4,BATCH_DATA,23.28,48.38,0,0,62
2025-12-10 22:48:58,1003,1,BATCH_DATA,22.16,46.34,0,0,164
2025-12-10 22:48:58,1003,2,BATCH_DATA,24.28,62.87,0,0,164
2025-12-10 22:48:58,1003,3,BATCH_DATA,20.27,48.79,0,0,164
2025-12-10 22:49:01,1003,4,BATCH_DATA,24.12,61.3,0,0,163
2025-12-10 22:49:01,1003,5,BATCH_DATA,19.63,51.94,0,0,163
2025-12-10 22:49:01,1003,6,BATCH_DATA,20.84,59.38,0,0,163
2025-12-10 22:49:04,1003,7,BATCH_DATA,23.98,52.43,0,0,163
2025-12-10 22:49:04,1003,8,BATCH_DATA,24.38,60.83,0,0,163
2025-12-10 22:49:04,1003,9,BATCH_DATA,21.2,49.48,0,0,163
2025-12-10 22:49:07,1003,10,BATCH_DATA,23.41,54.32,0,0,167
2025-12-10 22:49:07,1003,11,BATCH_DATA,23.97,56.25,0,0,167
2025-12-10 22:49:07,1003,12,BATCH_DATA,19.51,47.67,0,0,167
2025-12-10 22:49:10,1003,13,BATCH_DATA,21.26,60.96,0,0,166
2025-12-10 22:49:10,1003,14,BATCH_DATA,24.82,61.17,0,0,166
2025-12-10 22:49:10,1003,15,BATCH_DATA,24.29,57.7,0,0,166
2025-12-10 22:49:13,1003,16,BATCH_DATA,22.11,46.63,0,0,167
2025-12-10 22:49:13,1003,17,BATCH_DATA,20.96,64.56,0,0,167
2025-12-10 22:49:13,1003,18,BATCH_DATA,21.89,55.74,0,0,167
2025-12-10 22:49:16,1003,19,BATCH_DATA,21.0,50.78,0,0,166
2025-12-10 22:49:16,1003,20,BATCH_DATA,19.18,61.88,0,0,166
2025-12-10 22:49:16,1003,21,BATCH_DATA,19.83,54.24,0,0,166
2025-12-10 22:49:19,1003,22,BATCH_DATA,24.86,61.08,0,0,167
2025-12-10 22:49:19,1003,23,BATCH_DATA,20.89,51.67,0,0,167
2025-12-10 22:49:19,1003,24,BATCH_DATA,20.93,50.51,0,0,167
2025-12-10 22:49:22,1003,25,BATCH_DATA,21.95,62.54,0,0,166
2025-12-10 22:49:22,1003,26,BATCH_DATA,21.53,48.05,0,0,166
